# T_over_m,energy_density_FD
1.0677197069994624e12,3.741243333764707e47
1.0721111870909901e12,3.803174335037361e47
1.0765207291301128e12,3.866130515560905e47
1.0809484074047574e12,3.930128845689503e47
1.0853942965083934e12,3.995186576696113e47
1.0898584713412892e12,4.061321245422647e47
1.0943410071117753e12,4.1285527350249594e47
1.0988419793375093e12,4.196895073569084e47
1.1033614638467502e12,4.266368721481827e47
1.1078995367796348e12,4.336993531269011e47
1.1124562745894602e12,4.408786367401045e47
1.117031754043973e12,4.481765703718473e47
1.1216260522266611e12,4.555954990199333e47
1.126239246538054e12,4.631372374573794e47
1.130871414697025e12,4.708038186250274e47
1.1355226347421018e12,4.785973091161743e47
1.140192985032781e12,4.865198097336416e47
1.1448825442508474e12,4.945734560560642e47
1.1495913914017012e12,5.027605167952876e47
1.1543196058156873e12,5.110830149148008e47
1.1590672671494329e12,5.195432802541173e47
1.1638344553871885e12,5.281435933522507e47
1.168621250842177e12,5.368862724992408e47
1.1734277341579448e12,5.4577381613574775e47
1.1782539863097217e12,5.548083042529382e47
1.183100088605785e12,5.639921613109671e47
1.1879661226888286e12,5.733282328224173e47
1.192852170537339e12,5.8281884862252635e47
1.1977583144669768e12,5.924665669454968e47
1.2026846371319624e12,6.0227398837352645e47
1.2076312215264692e12,6.1224375653784445e47
1.2125981509860217e12,6.223785588313592e47
1.2175855091888997e12,6.326811271331011e47
1.222593380157547e12,6.431542385446569e47
1.2276218482599888e12,6.5380103762840165e47
1.2326709982112507e12,6.646238066181886e47
1.2377409150747883e12,6.756257313912043e47
1.2428316842639185e12,6.8680977761501425e47
1.247943391543259e12,6.981789600494799e47
1.2530761230301736e12,7.097363433594105e47
1.258229965196223e12,7.214850429406679e47
1.2634050048686199e12,7.334282257599415e47
1.268601329231695e12,7.455689135104258e47
1.2738190258283628e12,7.579107718278315e47
1.2790581825615981e12,7.704569323020516e47
1.284318887695916e12,7.832107768624788e47
1.28960122985886e12,7.96175743421417e47
1.2949052980424937e12,8.093553268007915e47
1.3002311816049011e12,8.227530796742109e47
1.3055789702716921e12,8.363726135246154e47
1.3109487541375134e12,8.502175996177804e47
1.3163406236675662e12,8.642917699919367e47
1.321754669699132e12,8.785989184637726e47
1.3271909834431006e12,8.931429016510815e47
1.332649656485508e12,9.07928359277617e47
1.3381307807890796e12,9.229578440908988e47
1.3436344486947786e12,9.38236120774468e47
1.3491607529233625e12,9.537673077196592e47
1.354709786576945e12,9.695550715710738e47
1.3602816431405637e12,9.856047177408419e47
1.3658764164837563e12,1.0019200435021499e48
1.3714942008621414e12,1.0185054468012365e48
1.3771350909190059e12,1.0353653983858468e48
1.3827991816869001e12,1.0525048170395186e48
1.3884865685892395e12,1.0699275350920928e48
1.394197347441911e12,1.0876386611867633e48
1.399931614454887e12,1.1056429695044176e48
1.4056894662338481e12,1.123945313255768e48
1.4114709997818083e12,1.1425497834991607e48
1.4172763125007515e12,1.1614639577339786e48
1.4231055021932703e12,1.1806904150688139e48
1.428958667064215e12,1.2002349467261222e48
